Designator,Mid X,Mid Y,Rotation,Layer
C1,122.707402,-31.55,90.0,top
C2,117.507402,-37.75,270.0,top
J1,128.107402,-31.9325,0.0,top
J2,134.474902,-38.0,270.0,top
R1,128.717402,-48.6,0.0,top
R2,127.307402,-44.0,0.0,top
U1,125.007402,-38.0,270.0,top
